303	88	30	
308	11	17	
308	11	18	
310	12	46	
310	12	40	
314	15	23	
314	15	72	
314	2	7	
314	2	0	
316	87	83	
316	87	32	
317	72	5	
317	72	19	
317	73	31	
317	73	95	
319	72	23	
319	72	13	
320	2	89	
320	2	32	
324	17	40	
324	17	82	
325	44	81	
325	44	10	
328	47	18	
328	47	99	
329	93	74	
329	93	55	
330	2	18	
330	2	53	
333	25	8	
333	25	16	
337	77	25	
337	77	39	
340	76	43	
340	76	75	
341	2	93	
341	2	86	
344	25	48	
344	25	46	
345	12	44	
345	12	29	
349	2	41	
349	2	10	
350	10	2	
350	10	27	
352	87	80	
352	87	60	
353	97	33	
353	97	56	
354	79	94	
354	79	55	
356	33	63	
356	33	79	
357	0	26	
357	0	8	
358	14	50	
358	14	37	
358	81	98	
358	81	9	
358	83	37	
358	83	94	
360	2	41	
360	2	40	
360	93	49	
360	93	39	
361	91	34	
361	91	59	
362	4	38	
362	4	75	
362	32	73	
362	32	74	
364	14	43	
364	14	77	
364	44	71	
364	44	41	
364	84	29	
364	84	36	
364	83	92	
364	83	64	
366	2	82	
366	2	54	
366	77	33	
366	77	1	
366	97	75	
366	97	17	
368	54	35	
368	54	64	
369	96	88	
369	96	81	
370	82	22	
370	82	71	
374	21	54	
374	21	57	
375	16	42	
375	16	97	
377	11	70	
377	11	89	
377	2	45	
377	2	82	
378	64	51	
378	64	69	
379	56	15	
379	56	39	
380	2	22	
380	2	18	
380	97	22	
380	97	16	
382	24	38	
382	24	99	
384	12	5	
384	12	56	
385	62	83	
385	62	12	
387	97	75	
387	97	86	
388	78	14	
388	78	56	
389	38	47	
389	38	46	
389	42	95	
389	42	59	
392	2	58	
392	2	18	
393	24	38	
393	24	11	
404	33	79	
404	33	69	
404	23	15	
404	23	15	
405	15	34	
405	15	61	
408	55	6	
408	55	34	
410	28	63	
410	28	98	
411	2	99	
411	2	44	
413	80	92	
413	80	83	
415	2	5	
415	2	98	
416	69	54	
416	69	30	
416	52	84	
416	52	58	
417	48	38	
417	48	52	
418	44	6	
418	44	72	
419	27	29	
419	27	16	
420	23	82	
420	23	40	
421	88	38	
421	88	69	
421	55	21	
421	55	7	
422	81	39	
422	81	48	
422	2	34	
422	2	33	
424	90	67	
424	90	80	
424	14	30	
424	14	34	
425	33	80	
425	33	59	
428	34	36	
428	34	81	
429	1	28	
429	1	89	
429	95	13	
429	95	93	
430	56	35	
430	56	8	
430	33	99	
430	33	63	
432	60	95	
432	60	56	
435	83	42	
435	83	8	
438	97	93	
438	97	77	
439	18	26	
439	18	68	
440	78	69	
440	78	56	
440	44	52	
440	44	24	
442	93	14	
442	93	67	
443	44	61	
443	44	7	
443	21	54	
443	21	3	
446	8	64	
446	8	15	
447	76	86	
447	76	14	
448	88	96	
448	88	34	
448	13	4	
448	13	29	
448	96	50	
448	96	42	
450	2	29	
450	2	78	
451	33	21	
451	33	81	
454	15	0	
454	15	66	
454	29	50	
454	29	86	
455	22	82	
455	22	18	
457	6	98	
457	6	95	
457	23	87	
457	23	38	
457	64	73	
457	64	76	
457	80	8	
457	80	2	
458	83	58	
458	83	6	
459	83	76	
459	83	71	
459	2	39	
459	2	23	
463	77	63	
463	77	73	
464	75	41	
464	75	31	
464	2	94	
464	2	24	
471	82	28	
471	82	41	
472	65	88	
472	65	64	
472	71	92	
472	71	61	
473	10	39	
473	10	93	
477	16	66	
477	16	65	
480	99	89	
480	99	83	
481	11	85	
481	11	49	
484	16	99	
484	16	29	
486	99	10	
486	99	89	
490	88	12	
490	88	24	
490	97	49	
490	97	86	
491	5	76	
491	5	79	
491	2	12	
491	2	68	
494	22	46	
494	22	53	
494	35	52	
494	35	40	
494	47	40	
494	47	53	
495	2	42	
495	2	88	
496	64	89	
496	64	92	
502	87	19	
502	87	39	
504	2	62	
504	2	11	
504	1	33	
504	1	14	
505	13	6	
505	13	55	
506	51	50	
506	51	37	
507	81	0	
507	81	53	
509	88	73	
509	88	73	
509	62	88	
509	62	34	
510	44	38	
510	44	0	
511	15	16	
511	15	43	
512	6	82	
512	6	54	
513	44	63	
513	44	24	
515	42	14	
515	42	37	
515	38	92	
515	38	93	
515	2	71	
515	2	40	
516	75	21	
516	75	3	
518	48	65	
518	48	3	
520	64	59	
520	64	36	
520	72	11	
520	72	63	
522	50	29	
522	50	39	
524	78	86	
524	78	68	
524	1	80	
524	1	7	
528	53	65	
528	53	32	
529	83	14	
529	83	14	
532	34	11	
532	34	75	
533	2	31	
533	2	56	
533	2	31	
533	2	84	
535	67	92	
535	67	30	
535	93	65	
535	93	19	
539	44	65	
539	44	16	
546	46	76	
546	46	83	
547	43	24	
547	43	7	
547	79	13	
547	79	28	
553	2	73	
553	2	13	
556	70	35	
556	70	10	
557	90	38	
557	90	89	
558	2	45	
558	2	67	
563	56	90	
563	56	69	
563	40	45	
563	40	58	
566	41	88	
566	41	86	
567	11	71	
567	11	10	
567	14	97	
567	14	70	
568	82	58	
568	82	29	
569	97	44	
569	97	40	
569	97	28	
569	97	75	
577	80	7	
577	80	54	
577	23	64	
577	23	0	
577	34	70	
577	34	85	
578	12	70	
578	12	86	
579	25	35	
579	25	31	
581	39	30	
581	39	50	
583	2	90	
583	2	76	
584	27	16	
584	27	75	
586	11	16	
586	11	52	
587	5	64	
587	5	95	
587	51	52	
587	51	87	
590	2	57	
590	2	71	
591	82	13	
591	82	32	
593	93	89	
593	93	32	
597	2	94	
597	2	91	
597	44	76	
597	44	16	
598	33	71	
598	33	67	
599	11	3	
599	11	94	
600	23	34	
600	23	99	
601	19	44	
601	19	92	
606	23	64	
606	23	57	
606	93	66	
606	93	40	
607	11	34	
607	11	80	
607	91	95	
607	91	90	
608	88	28	
608	88	25	
608	84	77	
608	84	46	
610	97	22	
610	97	69	
611	21	26	
611	21	13	
613	27	33	
613	27	86	
614	33	61	
614	33	10	
614	11	13	
614	11	66	
614	43	25	
614	43	52	
616	14	5	
616	14	2	
617	14	32	
617	14	77	
617	67	30	
617	67	55	
618	14	96	
618	14	68	
618	36	61	
618	36	93	
619	77	4	
619	77	31	
620	10	70	
620	10	9	
623	93	76	
623	93	20	
624	33	47	
624	33	39	
624	96	95	
624	96	58	
624	31	25	
624	31	89	
627	74	27	
627	74	9	
628	82	75	
628	82	41	
631	2	47	
631	2	0	
631	2	88	
631	2	91	
633	6	32	
633	6	20	
638	11	34	
638	11	39	
638	42	2	
638	42	91	
639	40	76	
639	40	14	
642	2	9	
642	2	83	
643	15	42	
643	15	17	
645	58	5	
645	58	33	
648	93	15	
648	93	68	
650	89	63	
650	89	26	
650	93	20	
650	93	70	
651	21	52	
651	21	93	
652	12	36	
652	12	71	
658	14	32	
658	14	61	
659	97	30	
659	97	60	
661	40	76	
661	40	63	
662	11	21	
662	11	41	
663	97	47	
663	97	10	
664	76	78	
664	76	18	
665	38	9	
665	38	9	
666	8	6	
666	8	39	
667	2	75	
667	2	46	
669	14	20	
669	14	90	
669	37	32	
669	37	46	
670	45	21	
670	45	1	
670	99	5	
670	99	1	
670	15	72	
670	15	77	
670	2	72	
670	2	50	
673	80	71	
673	80	41	
673	2	78	
673	2	41	
673	75	50	
673	75	56	
675	93	8	
675	93	42	
675	11	52	
675	11	75	
676	2	99	
676	2	85	
677	11	48	
677	11	10	
680	97	94	
680	97	50	
682	93	95	
682	93	78	
684	44	83	
684	44	42	
687	73	16	
687	73	19	
688	19	93	
688	19	69	
688	19	6	
688	19	59	
692	4	5	
692	4	37	
694	87	66	
694	87	32	
694	11	55	
694	11	1	
697	44	2	
697	44	90	
697	33	28	
697	33	80	
698	23	16	
698	23	97	
699	78	82	
699	78	89	
700	16	78	
700	16	64	
701	2	50	
701	2	99	
703	44	20	
703	44	21	
704	16	75	
704	16	96	
705	39	86	
705	39	41	
706	2	80	
706	2	23	
706	52	80	
706	52	64	
708	40	88	
708	40	89	
709	2	96	
709	2	10	
710	2	74	
710	2	21	
710	97	75	
710	97	50	
710	2	11	
710	2	15	
711	20	65	
711	20	54	
711	25	76	
711	25	4	
714	56	11	
714	56	1	
715	60	68	
715	60	99	
716	48	70	
716	48	9	
716	41	45	
716	41	71	
717	93	17	
717	93	7	
718	70	29	
718	70	47	
719	84	71	
719	84	22	
723	44	28	
723	44	19	
723	23	88	
723	23	79	
729	2	91	
729	2	20	
732	97	71	
732	97	31	
734	12	86	
734	12	33	
739	48	81	
739	48	37	
742	62	88	
742	62	27	
743	41	0	
743	41	92	
744	34	96	
744	34	25	
744	18	73	
744	18	88	
746	87	50	
746	87	15	
747	69	16	
747	69	51	
749	44	21	
749	44	69	
749	41	67	
749	41	38	
751	48	26	
751	48	4	
751	11	42	
751	11	67	
752	65	95	
752	65	30	
754	90	74	
754	90	45	
758	35	75	
758	35	65	
760	71	62	
760	71	72	
761	41	73	
761	41	44	
761	2	34	
761	2	40	
763	72	57	
763	72	18	
763	2	65	
763	2	15	
767	32	50	
767	32	67	
771	2	69	
771	2	20	
772	99	16	
772	99	23	
774	51	77	
774	51	40	
775	19	93	
775	19	85	
776	88	74	
776	88	83	
776	24	89	
776	24	53	
776	88	15	
776	88	38	
777	16	44	
777	16	22	
778	58	33	
778	58	89	
778	50	97	
778	50	63	
779	20	18	
779	20	85	
780	2	48	
780	2	32	
781	11	53	
781	11	27	
782	7	14	
782	7	21	
783	16	79	
783	16	4	
783	65	52	
783	65	77	
787	2	26	
787	2	86	
789	2	51	
789	2	88	
791	33	0	
791	33	4	
791	2	57	
791	2	53	
792	2	65	
792	2	48	
794	58	97	
794	58	29	
796	47	58	
796	47	17	
797	97	78	
797	97	74	
798	88	90	
798	88	49	
799	83	71	
799	83	37	
800	70	88	
800	70	58	
800	81	58	
800	81	72	
801	61	30	
801	61	98	
801	1	13	
801	1	16	
802	33	54	
802	33	8	
802	88	91	
802	88	10	
802	82	3	
802	82	88	
808	2	79	
808	2	56	
809	11	26	
809	11	88	
810	90	76	
810	90	25	
813	43	45	
813	43	49	
814	33	23	
814	33	70	
815	12	2	
815	12	1	
818	5	56	
818	5	19	
819	71	22	
819	71	85	
819	65	71	
819	65	40	
819	28	20	
819	28	10	
820	33	66	
820	33	85	
825	27	91	
825	27	58	
825	43	96	
825	43	1	
827	44	29	
827	44	88	
831	26	95	
831	26	76	
834	18	96	
834	18	68	
834	26	23	
834	26	22	
835	14	33	
835	14	39	
836	2	0	
836	2	25	
836	2	32	
836	2	64	
836	73	42	
836	73	18	
839	11	12	
839	11	82	
843	11	70	
843	11	49	
844	51	10	
844	51	53	
845	87	65	
845	87	78	
845	11	23	
845	11	18	
846	42	87	
846	42	35	
847	2	47	
847	2	84	
850	23	68	
850	23	47	
850	11	87	
850	11	83	
851	13	65	
851	13	24	
859	99	97	
859	99	8	
860	32	0	
860	32	61	
862	27	77	
862	27	46	
863	51	67	
863	51	84	
863	44	24	
863	44	75	
864	46	3	
864	46	35	
868	14	67	
868	14	84	
871	88	54	
871	88	61	
871	61	96	
871	61	62	
871	84	59	
871	84	21	
874	2	47	
874	2	68	
875	92	1	
875	92	24	
875	12	17	
875	12	35	
877	8	94	
877	8	25	
880	34	7	
880	34	19	
881	27	60	
881	27	78	
886	90	58	
886	90	61	
888	52	98	
888	52	6	
889	14	0	
889	14	90	
891	2	63	
891	2	50	
893	2	97	
893	2	66	
895	29	1	
895	29	65	
897	56	41	
897	56	57	
899	57	38	
899	57	74	
900	65	45	
900	65	88	
901	82	18	
901	82	1	
901	2	16	
901	2	89	
902	97	22	
902	97	49	
907	93	6	
907	93	41	
909	8	74	
909	8	11	
912	2	7	
912	2	60	
912	69	53	
912	69	6	
912	2	86	
912	2	19	
913	13	51	
913	13	39	
915	81	75	
915	81	15	
916	81	79	
916	81	44	
920	43	80	
920	43	76	
920	44	47	
920	44	40	
922	59	89	
922	59	39	
922	11	20	
922	11	60	
922	0	50	
922	0	50	
929	59	45	
929	59	21	
931	31	2	
931	31	10	
931	30	47	
931	30	47	
934	70	4	
934	70	44	
935	53	14	
935	53	3	
938	8	56	
938	8	79	
938	2	88	
938	2	21	
939	40	47	
939	40	91	
946	7	0	
946	7	20	
950	40	67	
950	40	86	
953	53	72	
953	53	96	
955	99	74	
955	99	78	
958	83	95	
958	83	63	
961	2	31	
961	2	99	
962	96	59	
962	96	5	
965	74	63	
965	74	35	
966	94	13	
966	94	65	
967	81	5	
967	81	79	
972	0	2	
972	0	21	
975	28	96	
975	28	66	
978	50	87	
978	50	66	
978	11	88	
978	11	19	
980	97	7	
980	97	8	
983	14	9	
983	14	72	
984	44	55	
984	44	94	
988	22	51	
988	22	37	
989	44	25	
989	44	66	
990	38	83	
990	38	42	
991	90	88	
991	90	42	
992	42	47	
992	42	50	
996	30	29	
996	30	21	
996	82	71	
996	82	4	
998	10	76	
998	10	38	
998	11	20	
998	11	80	
1003	42	66	
1003	42	12	
1003	10	28	
1003	10	33	
1009	14	77	
1009	14	90	
1010	41	34	
1010	41	50	
1010	4	50	
1010	4	43	
1013	2	90	
1013	2	33	
1015	36	88	
1015	36	82	
1017	2	76	
1017	2	80	
1018	44	28	
1018	44	5	
1027	98	3	
1027	98	10	
1028	23	94	
1028	23	26	
1028	79	64	
1028	79	98	
1030	48	39	
1030	48	77	
1030	83	74	
1030	83	76	
1030	93	13	
1030	93	43	
1030	42	1	
1030	42	54	
1031	22	45	
1031	22	62	
1032	71	64	
1032	71	86	
1033	98	38	
1033	98	1	
1034	2	51	
1034	2	5	
1034	2	0	
1034	2	0	
1036	97	65	
1036	97	59	
1038	41	58	
1038	41	50	
1039	96	98	
1039	96	16	
1040	70	96	
1040	70	94	
1041	75	96	
1041	75	7	
1045	88	18	
1045	88	70	
1046	16	90	
1046	16	53	
1047	44	74	
1047	44	61	
1047	44	85	
1047	44	39	
1049	42	97	
1049	42	80	
1054	97	70	
1054	97	40	
1054	10	28	
1054	10	48	
1056	18	39	
1056	18	76	
1061	23	31	
1061	23	76	
1062	35	26	
1062	35	16	
1065	8	24	
1065	8	43	
1065	11	76	
1065	11	98	
1066	33	7	
1066	33	11	
1066	13	90	
1066	13	75	
1068	27	25	
1068	27	95	
1069	2	71	
1069	2	49	
1071	33	28	
1071	33	38	
1071	30	41	
1071	30	99	
1072	98	58	
1072	98	48	
1073	83	76	
1073	83	8	
1074	63	20	
1074	63	31	
1076	87	21	
1076	87	5	
1076	44	34	
1076	44	77	
1077	83	60	
1077	83	1	
1077	9	68	
1077	9	0	
1077	42	69	
1077	42	11	
1078	65	66	
1078	65	14	
1078	23	11	
1078	23	33	
1078	6	93	
1078	6	9	
1081	23	69	
1081	23	83	
1082	50	4	
1082	50	62	
1083	93	25	
1083	93	71	
1084	69	63	
1084	69	16	
1085	43	21	
1085	43	56	
1086	89	33	
1086	89	19	
1086	34	53	
1086	34	79	
1090	90	70	
1090	90	5	
1095	33	89	
1095	33	55	
1096	33	84	
1096	33	63	
1097	92	18	
1097	92	45	
1098	89	38	
1098	89	27	
1100	33	27	
1100	33	89	
1100	42	53	
1100	42	68	
1102	72	28	
1102	72	13	
1109	17	82	
1109	17	12	
1109	34	27	
1109	34	44	
1110	29	25	
1110	29	6	
1111	2	28	
1111	2	20	
1111	18	46	
1111	18	65	
1113	67	4	
1113	67	36	
1115	97	85	
1115	97	49	
1115	83	42	
1115	83	53	
1116	29	7	
1116	29	55	
1118	2	32	
1118	2	97	
1120	5	4	
1120	5	40	
1122	59	86	
1122	59	77	
1122	2	57	
1122	2	64	
1123	71	70	
1123	71	13	
1123	65	54	
1123	65	42	
1123	18	81	
1123	18	5	
1130	65	42	
1130	65	89	
1130	34	9	
1130	34	44	
1131	92	74	
1131	92	38	
1131	9	67	
1131	9	67	
1133	45	17	
1133	45	0	
1134	57	68	
1134	57	30	
1135	79	7	
1135	79	40	
1135	97	90	
1135	97	11	
1136	33	45	
1136	33	70	
1138	23	62	
1138	23	69	
1139	11	68	
1139	11	79	
1139	33	97	
1139	33	13	
1140	97	92	
1140	97	82	
1142	64	10	
1142	64	80	
1143	2	76	
1143	2	52	
1143	44	21	
1143	44	92	
1143	85	3	
1143	85	26	
1144	6	96	
1144	6	56	
1145	90	58	
1145	90	16	
1146	16	57	
1146	16	67	
1150	68	26	
1150	68	42	
1151	33	58	
1151	33	17	
1152	67	14	
1152	67	31	
1156	22	23	
1156	22	99	
1159	44	5	
1159	44	40	
1161	14	6	
1161	14	38	
1162	70	76	
1162	70	58	
1162	41	37	
1162	41	82	
1162	2	53	
1162	2	84	
1164	32	88	
1164	32	6	
1165	42	40	
1165	42	77	
1175	18	19	
1175	18	60	
1175	33	50	
1175	33	54	
1176	34	32	
1176	34	7	
1181	14	50	
1181	14	38	
1181	93	82	
1181	93	87	
1184	90	55	
1184	90	85	
1186	94	55	
1186	94	70	
1187	2	80	
1187	2	39	
1194	5	58	
1194	5	17	
1195	2	35	
1195	2	6	
1196	2	64	
1196	2	54	
1197	90	71	
1197	90	4	
1197	49	39	
1197	49	28	
1200	0	61	
1200	0	7	
1201	92	43	
1201	92	13	
1201	42	14	
1201	42	53	
1202	77	72	
1202	77	57	
1202	11	46	
1202	11	26	
1204	39	45	
1204	39	77	
1204	1	97	
1204	1	16	
1206	79	57	
1206	79	93	
1206	2	58	
1206	2	21	
1206	62	5	
1206	62	8	
1211	92	76	
1211	92	43	
1211	28	42	
1211	28	34	
1212	2	27	
1212	2	37	
1216	33	52	
1216	33	80	
1218	93	19	
1218	93	23	
1219	44	14	
1219	44	95	
1220	15	21	
1220	15	21	
1225	35	50	
1225	35	50	
1231	23	45	
1231	23	66	
1233	22	38	
1233	22	79	
1235	33	22	
1235	33	15	
1237	88	8	
1237	88	27	
1238	52	74	
1238	52	18	
1240	41	50	
1240	41	85	
1240	76	4	
1240	76	89	
1241	2	90	
1241	2	0	
1243	62	80	
1243	62	37	
1244	47	61	
1244	47	65	
1244	62	70	
1244	62	8	
1246	5	94	
1246	5	85	
1246	33	97	
1246	33	37	
1251	43	46	
1251	43	27	
1254	2	30	
1254	2	32	
1254	89	24	
1254	89	32	
1254	91	63	
1254	91	59	
1254	16	9	
1254	16	46	
1257	2	93	
1257	2	7	
1259	76	93	
1259	76	46	
1262	2	6	
1262	2	40	
1263	71	78	
1263	71	44	
1264	57	83	
1264	57	96	
1265	97	43	
1265	97	20	
1266	2	94	
1266	2	28	
1268	32	62	
1268	32	57	
1268	20	96	
1268	20	9	
1269	71	66	
1269	71	44	
1269	1	29	
1269	1	19	
1273	23	99	
1273	23	24	
1273	11	27	
1273	11	73	
1275	40	78	
1275	40	42	
1276	2	34	
1276	2	43	
1277	88	79	
1277	88	19	
1278	93	85	
1278	93	79	
1281	71	80	
1281	71	10	
1281	46	3	
1281	46	17	
1282	27	25	
1282	27	31	
1285	44	67	
1285	44	70	
1288	87	90	
1288	87	27	
1290	14	35	
1290	14	39	
1293	97	25	
1293	97	48	
1295	26	91	
1295	26	12	
1296	76	48	
1296	76	75	
1298	11	71	
1298	11	96	
1298	48	40	
1298	48	96	
1298	32	40	
1298	32	29	
1299	53	44	
1299	53	99	
1300	38	54	
1300	38	50	
1304	2	19	
1304	2	75	
1304	2	77	
1304	2	20	
1309	46	0	
1309	46	4	
1309	12	81	
1309	12	87	
1310	75	70	
1310	75	20	
1310	87	15	
1310	87	24	
1313	69	97	
1313	69	87	
1314	90	89	
1314	90	69	
1314	25	7	
1314	25	56	
1319	59	69	
1319	59	32	
1319	11	13	
1319	11	7	
1321	28	89	
1321	28	27	
1321	33	8	
1321	33	23	
1321	88	70	
1321	88	48	
1322	14	98	
1322	14	90	
1324	2	69	
1324	2	24	
1325	76	2	
1325	76	30	
1331	83	69	
1331	83	43	
1332	14	69	
1332	14	36	
1333	93	6	
1333	93	90	
1334	48	77	
1334	48	14	
1335	2	15	
1335	2	5	
1336	11	72	
1336	11	37	
1339	36	92	
1339	36	13	
1343	66	22	
1343	66	17	
1343	33	30	
1343	33	91	
1344	4	81	
1344	4	38	
1345	40	64	
1345	40	83	
1346	57	1	
1346	57	72	
1348	91	84	
1348	91	75	
1349	29	74	
1349	29	39	
1350	2	19	
1350	2	13	
1351	89	67	
1351	89	50	
1353	63	9	
1353	63	49	
1357	16	6	
1357	16	12	
1359	53	78	
1359	53	22	
1361	99	51	
1361	99	30	
1361	76	21	
1361	76	21	
1362	89	86	
1362	89	55	
1362	97	94	
1362	97	44	
1363	60	95	
1363	60	86	
1364	13	94	
1364	13	29	
1366	21	69	
1366	21	18	
1367	17	23	
1367	17	68	
1368	59	25	
1368	59	23	
1369	27	90	
1369	27	48	
1369	64	88	
1369	64	36	
1370	71	75	
1370	71	64	
1370	97	90	
1370	97	66	
1370	2	91	
1370	2	58	
1371	93	38	
1371	93	41	
1372	33	16	
1372	33	45	
1380	70	76	
1380	70	63	
1381	97	65	
1381	97	1	
1382	36	26	
1382	36	50	
1383	48	69	
1383	48	38	
1387	23	60	
1387	23	44	
1387	23	55	
1387	23	5	
1388	74	95	
1388	74	14	
1390	98	92	
1390	98	7	
1391	66	37	
1391	66	18	
1392	48	27	
1392	48	67	
1395	78	57	
1395	78	13	
1399	93	10	
1399	93	73	
1402	44	34	
1402	44	11	
1406	93	26	
1406	93	63	
1407	12	13	
1407	12	83	
1409	2	1	
1409	2	31	
1410	26	42	
1410	26	36	
1411	30	9	
1411	30	73	
1411	45	79	
1411	45	54	
1412	56	7	
1412	56	89	
1412	52	26	
1412	52	38	
1412	2	94	
1412	2	33	
1413	97	76	
1413	97	4	
1415	14	7	
1415	14	38	
1419	34	14	
1419	34	65	
1421	70	26	
1421	70	75	
1421	14	89	
1421	14	23	
1422	23	39	
1422	23	35	
1422	48	22	
1422	48	79	
1424	81	63	
1424	81	57	
1428	67	94	
1428	67	66	
1429	33	56	
1429	33	63	
1430	14	82	
1430	14	33	
1431	93	83	
1431	93	40	
1431	41	28	
1431	41	13	
1434	75	9	
1434	75	96	
1436	4	46	
1436	4	52	
1437	69	64	
1437	69	82	
1438	19	49	
1438	19	50	
1438	77	80	
1438	77	72	
1439	97	7	
1439	97	88	
1439	97	72	
1439	97	33	
1441	33	47	
1441	33	4	
1447	48	35	
1447	48	58	
1447	64	78	
1447	64	28	
1448	56	76	
1448	56	68	
1448	81	86	
1448	81	90	
1450	80	82	
1450	80	18	
1452	2	61	
1452	2	17	
1452	32	93	
1452	32	30	
1454	33	51	
1454	33	5	
1455	14	7	
1455	14	81	
1455	96	34	
1455	96	48	
1457	44	61	
1457	44	29	
1457	87	22	
